titel,aktualitaet,preis,land,versand,link
Santos Hernandez Famenco Guitar,Gebraucht |,"CHF 19.947,23",aus Deutschland,"+CHF 99,74 Versand",https://www.ebay.ch/itm/186312152414?_skw=gitarre&itmmeta=01K832GJM8KFQVKK2JX2QCTSAP&hash=item2b6111d55e:g:FFIAAOSwt7Nl2F~V&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dkQ6g6ES5XQqDD7Ji6b3qikZwEy5ClMSxKYXq4Hy2D7Kp8MyddpuSsEGD%2FNzGYYeNRR0CmNPavTAJn4EAfe2QCh1%2BuS7OPpTBKkswgi%2BwrJpYWcOxw1LTi8wBC4UIsgoQugyiHVcDQc%2BC5NrzrfXFsX75i6QenJzxDe8I0AC%2Fe3dB%2FMGTWVft2rfteBVEUJD2bVXN7OL1e8UlXMdB0kHbnfWEeQyi%2FPAGpHTaCIPLARf%2BhfuxucP8R0QBbEGJbQdzD726pELw2XcVxHWcnza2rra1f201N6P4r8eD6T1r7%2Fw%3D%3D%7Ctkp%3ABk9SR86qwuLAZg
"Reunion Blues RBC-C3 Voyager Konzertgitarrenkoffer, Continental Voyager",Brandneu |,"CHF 730,52",aus Japan,"+CHF 143,43 Versand",https://www.ebay.ch/itm/406253784499?_skw=gitarre&itmmeta=01K832GJM8QBXKQH22QVC18N9Y&hash=item5e969ccdb3:g:kEoAAeSwV69o9s2P&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dmbzO3yHG%2F0Te9tC1WcLi5CmTr8yDxebmYX2fS0xkjdzsIvETNGJI2EWWpA0ZY61spfnRM%2FjmC0lB7o3lpyvjqeGy9lTS771Iwnp1l1RNpK6aERi3UOGXmNneCLsbL%2BNZ%2FtLBQRqR1k1tXrPohAX8v48fHJR6%2FzgSoIXE0Ho6h8FHGUjgq4PnCAgyvOMuIDg1QOY03rni1MyQjlvvkcltb1kMQt7WcWhhrsvAuuiZ4wP8V5RUSs%2FLu30BW%2FnndRzaiiIEG6ssg3Jkv3yuQn4Jj%7Ctkp%3ABk9SR86qwuLAZg
Benito Ferrer 1909 - Meistergitarren v. Granada im Antonio de Torres Stil -Video,Gebraucht |,"CHF 5.176,31",aus Deutschland,"+CHF 44,88 Versand",https://www.ebay.ch/itm/226170279202?_skw=gitarre&itmmeta=01K832GJM8T8TSWTETN0A6BVJQ&hash=item34a8cc9522:g:68oAAOSwHTVmWYkN&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1ezQoNjexcRiXCw3yJwH1LkD6GJAFp1D5weMd8%2BQSzTKmFfhQBE%2FBvjURju0SxK22hJHxp8na3Rk0n0PJRUkR3JozOsseF7Uh2ZyNo9rQYCMSlq5TuatjHIOAPAk7onXkAzS1ozo6UHKUb3HBgLUsKonRsl20M%2FmRWNz%2F1nQv2KZdbmds0FdvgTZVlEBoshprNqn1woIMJWKquOa5z9n7UH%2Ff6ArwvLKx6HJlS7bcYfUQnBjhtCVxd74bYQlA3WfrVgU4PsjIrFaDgwLe%2BpZjWA%2FY%2FtcKn7aGn26ecK8j5%2BEg%3D%3D%7Ctkp%3ABk9SR86qwuLAZg
"Modesto Borreguero 1944 - Manuel Ramirez, Domingo Esteso, Santos Hernandez Stil",Gebraucht |,"CHF 13.459,39",aus Deutschland,"+CHF 44,88 Versand",https://www.ebay.ch/itm/225095160834?_skw=gitarre&itmmeta=01K832GJM8ZYYCX4Z25FWYVE6H&hash=item3468b79402:g:HSwAAOSw47Ri4-~u&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1ckiANv7xkyd3o82asxmO5LjPK8hpVMwC7bbupnkTFCaGfi9y9H4AXY78%2BRZFmHKjiKPV8EJNmdadOQ8%2BLKJ4oJOibGgPDkCQN46l07BcTAagV9%2F3y1VvsvlPG22%2Br8TjLKBM6KLv1IdttgafD0t7dnFJxlm%2FCc9jCBb%2BQjoHzDmFUwi%2FjyOonkpzDD2IVF7zNMX%2FWJmOufgbenhyFR5dDYvBsNEFOAUHAxWVXE1M%2FE4bvcTLkApP8zIC7vzCMgWhYHIS61EpgkYfRjD0SlflRBVkKXl2r8DCurSDsqlUYgPQ%3D%3D%7Ctkp%3ABk9SR86qwuLAZg
HÖFNER HA-CS2021 Classic Steelstring Eukalyptus,Brandneu |,"CHF 1.060,10",aus Deutschland,"+CHF 18,44 Versand",https://www.ebay.ch/itm/325091755295?_skw=gitarre&itmmeta=01K832GJM8JPKF7AC55RN7M2H9&hash=item4bb0fa851f:i:325091755295&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1eh2XTH1ubO2mzcUN%2FEo2jbsOxLsaJT6Lnxaq5V5oheIx%2BOvniRplRKBja%2BtJ0LYsl3tuL75Vk14C4jmOvlCbj6txEwpO09zqEkejBgxNqUICZBLE5SYfmx8j51wM%2BkamIBLl6ch8d%2BwH4XEDVQOF3AUVqD7u38fBTq2mtUWeHC%2FE1k9oD89lWKSX2ZKUcfL0cfM4HOCRE2Hrf07MP%2BOckp8%2FqZdbygvHNI%2FFCU3lJu01v4B2ANQnhmr8VeHjXQEcI%3D%7Ctkp%3ABk9SR86qwuLAZg
"Modesto Borreguero 1928 - Manuel Ramirez, Domingo Esteso, Santos Hernandez Stil",Gebraucht |,"CHF 12.462,03",aus Deutschland,"+CHF 44,88 Versand",https://www.ebay.ch/itm/225200687963?_skw=gitarre&itmmeta=01K832GJM9HWPSDB91FGJ5GFNQ&hash=item346f01cb5b:g:S~kAAOSwYgZjRSlR&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fRKxNZPBQECEL2i--9jD5DKDdn0xb5LFr4cm80byTV3Mh7pxHGLG1ZyJWzRIHksRkCDB8NCO9UVQuPsORwQilkKBWYIJkVqugj8WScE%2FBcIGFvMjmWej9p%2FON23QmdwhmwPqh%2BhVXRvsqp%2Bxq0WsZxU7RWPTibUV8u3vj9gzayuA9klAIBR%2BgmG1y3shBliUY3VGkAwCowSCNF7C9C2nPlqvY%2FVee0gcHsbHjwUKuRQKLVC5v5Pfb4a93qxGmMhKmG4NEFs1FyHGaqo7blJr--TjWPBUjy0Mf4%2BRfUDht0xg%3D%3D%7Ctkp%3ABk9SR86qwuLAZg
Jeronimo Pena 1959 - rare + most beautiful vintage flamenco guitar ever - Video!,Gebraucht |,"CHF 3.440,90",aus Deutschland,"+CHF 44,88 Versand",https://www.ebay.ch/itm/225573297779?_skw=gitarre&itmmeta=01K832GJM9X7TKSX63AZQQAZ5P&hash=item3485375e73:g:~OoAAOSwOYxkXQYw&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1e67tSgNHNl3AotkGt%2FHrKnJcXQVE73XSamoTVRzXV2%2FFBC9vwt9HhSJHcNGmF6H6QVGT78iGXlI8q%2BppR9yuhGhMD1wGez8SkoljXfh759tt2uWc1B83BEZGjO4BE8QNUsV2nvNX1HoLnoSNBN0NxkoyHqOg2UuCsCzLck28ejzG9qkSc6Y1P7OHioT4R3VOMSgRTYRL2wvKFW774Is7IVAX%2Bw9a1hHbUQcb8Un3SThQllPu61mMjobUu3O1yaK%2Bs%3D%7Ctkp%3ABk9SR86qwuLAZg
"Enrique Sanfeliu 1933 ""Pelegrino Torres"" - classical guitar in Garcia style",Gebraucht |,"CHF 12.167,81",aus Deutschland,"+CHF 44,88 Versand",https://www.ebay.ch/itm/225591165971?_skw=gitarre&itmmeta=01K832GJM9ZEKBD4GH8SW4AQ36&hash=item3486480413:g:iloAAOSwmDFkb3IS&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1ceBOZFB9djyoz9CuDtTNcExx6%2BxdadCGJuxby0Ey%2Bckw2QLjYGYvF4SYex8iqMzVsvrNR0sKDrf6leHzR29B0qqqHuGftfy04%2Ba85xZOM0o8awzvxBoaUDExS6Uxk7sYlaOOHETZ07ysBv999sdJUkbvbuAkzp944%2BcqbqVW8vAXihJVvvb2CxNdrlvcEeVIBIU0NtxUrYtr%2F79oiInMSt94Bn1YD258BPI61PbHcjBpqgO%2BUv%2BWUGa0OKChHosoM%3D%7Ctkp%3ABk9SR86qwuLAZg
Konzert Gitarre ?,Gebraucht |,"CHF 82,11",aus Deutschland,"+CHF 54,44 Versand",https://www.ebay.ch/itm/157224832173?_skw=gitarre&itmmeta=01K832GJM9GMZWR7XRCMG1JSHN&hash=item249b548cad:g:buEAAOSwOtxoSxXN&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eNkoyakRHZQcOCnW9adrvsDxcaleB5LMybCEjOi3vetfpnoEwiRqO0yU9XmhKqQ9qkLVorbZB2xrCdiE9SI9DE1d99IZPeZ2koCO3Gj5djgHFsr1oqsVlS1tfOu6fLzpMAvKEQxqgG8nBtKvMwcQN5jijrXQ9J5Xp%2BDe4H4%2FXi8WpYMIpqBMc4KtxRLlIS1EPOMHECQS475MAToxIGHHUePZaW3QGDTMADj9G8jcvuIQ%3D%3D%7Ctkp%3ABk9SR86qwuLAZg
Ibanez GA5MHTCE-OPN Konzertgitarre – 6-saitig – Thinline Cutaway,Brandneu |,"CHF 298,21",aus Deutschland,"+CHF 24,93 Versand",https://www.ebay.ch/itm/127202603664?_skw=gitarre&itmmeta=01K832GJM9A9AZ7PP2DRKS8HTC&hash=item1d9dddb290:g:RVUAAeSwGfRoX8Dy&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fyFnZIY6ADEIX%2B3FoE3WUz1RGkliGXAYbTx0m5MMkMHcj%2FRmAi91Rgl7UMpd7ZZI%2BauFUutXmay2E5uk4Ko%2FJIm6iFMIoq0no6BYgnuXihrFMf70F5K15ATvh0ZJKoLhaFOt%2FrLK1XMCQNkfTXIusyZz8udF0%2Ba%2BUy5pyf%2BsyjSROV6DN8S4yh9NRV9NSu6DzhgUc64s4%2BUaLLS0Cdn803rKPDqyrFAp5lnqYajhUJ3g%3D%3D%7Ctkp%3ABk9SR86qwuLAZg
Ibanez GA2-OAM Konzertgitarre – 3/4 Größe – 6-saitig – Open Pore Amber Finish,Brandneu |,"CHF 124,67",aus Deutschland,"+CHF 24,93 Versand",https://www.ebay.ch/itm/127114106909?_skw=gitarre&itmmeta=01K832GJM9P1RQKR7GMZ1SA0XJ&hash=item1d9897581d:g:G9kAAOSwcuJoJgS6&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fS2DyyvvcBSoWmUam5ZHPX3QFbIJPv4hVYZ3X8ZWFck%2B%2Bv8DWmUeKumMFf4e9M1oQy8HDecaMMhNii7Xz%2Blu63Lbrs8PktZH1mDpPsJI%2FAChLS%2FGuvCdRkiRpiDNY2GBWLIoDuD3QuUkWUKowOEHIOC1APAtC0EZh6ot5AnjkpU5Z%2FV49uEs1r9yKcRWj5D8DYfe46x3CiJztB5M%2BW8Tvt7vIOZbv0gejWNWAtHC1X7A%3D%3D%7Ctkp%3ABk9SR86qwuLAZg
ORTEGA Family Series 3/4 Konzertgitarre - Natur inkl. Tasche,Brandneu |,"CHF 219,32",aus Deutschland,"+CHF 28,92 Versand",https://www.ebay.ch/itm/127114105622?_skw=gitarre&itmmeta=01K832GJM95M94BFMG84TM92CD&hash=item1d98975316:g:0xMAAOSwB4BoJgSX&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fbdg%2FCjutwoSaYT5F0JL3W2iaaPFy6r7TsNwkZ6B0PFdbFGW3mBjJSPP49yr7zi%2BzV0km3bfPM73xCpZSU77u920ahWs8EkHduFfAnjbKCOdU%2FUkqr13Z3DAnKd%2BW1HOBDeD7kkGTCENVVMpsXs8kUoghXxxGv52CJCpDFEqGebYH51lIn8kh5nVD9V3dCpqOAlSfjOiVZKR%2BBaydbb%2FZxBYuo%2FU5kS1aZEr5QXg2UWLjExoTUq%2BhL%2FmCgwZD9WJSOPbOu7fWSAVGjoO9D7vn9%7Ctkp%3ABk9SR86qwuLAZg
Ibanez GA35TCE-DVS Konzertgitarre – 6-saitig – Dark Violin Sunburst High Gloss,Brandneu |,"CHF 417,89",aus Deutschland,"+CHF 24,93 Versand",https://www.ebay.ch/itm/127202603768?_skw=gitarre&itmmeta=01K832GJM915V3FR7CX68VW87K&hash=item1d9dddb2f8:g:-ZgAAeSw1AxoX8EC&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cKV6m0y0POT4OAPtBq4Q0ZeZ%2FzvVNLVB5WNqtFSA2U%2FzXbBFBWajEzXkZ2P7NR%2BfwIcmGyOHeaMZqebUkfdD1vviZkj%2FhrLFBGWejffGnfSL%2BmVkZ9LzkIop56XV1V8307NfURWfCWVE3f%2FkJLDAVLjdVnyeNW9o21A%2F4Ab2yHH3x4JePitadbC6GWvVCffJz4DAxe3esIjliVCLeo0iEqA3K7ybouqOgJIdrVAbd9zrOJfatw8X8oClYTPdaLuw%2BU8jZIr%2BkjzljIpCJquWLz%7Ctkp%3ABk9SR9CqwuLAZg
"ORTEGA Student Series 3/4 Konzertgitarre – Ocean Blue, RST5M-3/4OC",Brandneu |,"CHF 164,46",aus Deutschland,"+CHF 24,93 Versand",https://www.ebay.ch/itm/127114107553?_skw=gitarre&itmmeta=01K832GJM9Q2V3NFZ5XPFGRVFR&hash=item1d98975aa1:g:pR8AAOSwaR5oJgS-&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fHmz5fnkJGvg1wiy35hUiLlvV4%2FpPoy%2B%2BxjjDOCLdsVjYhsQioCIFDyNGadryj5wNoRFEoCIqapUhMe%2B6cSkvFtZWKMpval6QOWeJVm14YgpkaH0gcSA2UqHKLtUYhLjnEJPCw5TOE%2Fq8KB6zzCL827lmaTbBaXqa%2Bu1tOFr%2B7RbkCzVJc8YhqiIzNmIk4Do6R7wM4U79qdr5muaneRuwD8E5MAos5A3SKMfG3IsFuzg%3D%3D%7Ctkp%3ABk9SR9CqwuLAZg
Ibanez GA11CE-BK Konzertgitarre – 6-saitig – Black High Gloss mit Cutaway,Brandneu |,"CHF 348,08",aus Deutschland,"+CHF 24,93 Versand",https://www.ebay.ch/itm/127202603662?_skw=gitarre&itmmeta=01K832GJM9VPEJZHNWVVZ6GWVV&hash=item1d9dddb28e:g:75YAAeSwf6loX8Dx&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fZRma8cZQuQ6maLoR8MpUCYW6wFO0n8yxXm94PLekWGkrJAffEaCZ05VQnnbR3fhi67RrEyjyB6xKavaVCF5jBHckFyQDVCpZzAfCwbtnHG6%2BwrrmpGtkf8LDNMZYeQxsdozeih4iaDpAlldvDmsn%2Fjz7Wh47wLC8%2FpOQDCI%2FQvhfcyko035fI8ZEh5RAgrm475a%2BezQDCSXUurJyP9Rh1p%2FGnD%2BUAgeb4Erp6ObKL5zbKd1g0SXCUdGt%2B8KF5WlVm%2FgyUKyEY%2FNHTKLYbO1Cz%7Ctkp%3ABk9SR9CqwuLAZg
ORTEGA Family Series Konzertgitarre 1/4 - weiß inkl. Tasche R121-1/4WH,Brandneu |,"CHF 167,56",aus Deutschland,"+CHF 28,92 Versand",https://www.ebay.ch/itm/127114103486?_skw=gitarre&itmmeta=01K832GJM95MWVS7Y2V0XH8K2R&hash=item1d98974abe:g:C~4AAOSwOg9oJgRj&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1d9cRBinA%2Fwwq1%2FH--QsM4eToUlCy87KXrAoz0%2F%2BKJkBJsYnLW0b1%2B18S2YXi9guaIu2HD7DrqRag0QqjAB9jXw5zoQj6qOI7u1bHLLkyzS4supLCIAfjZ6dZhgOk2zB7cXwDX8gT%2B9qxRi6qpNeX3eiBgtuwzGIP6%2Fvtdqk5PPJye5tGZE04af7w687VHzprSgt9Q9SpPT6xEEGd4ocBCOySs2vQzI9lGa%2FrVNy8IIhmrJLx1Uemn3iNv5mS7b15alg%2FGxO9TgKSy5Snrsn94m%7Ctkp%3ABk9SR9CqwuLAZg
ORTEGA Family Series 4/4 Slim Neck Konzertgitarre mit Tasche R221SNBK,Brandneu |,"CHF 335,01",aus Deutschland,"+CHF 28,92 Versand",https://www.ebay.ch/itm/127114103260?_skw=gitarre&itmmeta=01K832GJM9MEXD43W1Q31MFF9F&hash=item1d989749dc:g:zc8AAOSw2ONoJgRb&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cRa92ecjuzQuCLfBRjPo9WF%2FwYp%2B%2B4EAfwQ5Nm10gJoNYjZ3jvXl%2F9gx%2FQWPGSXI5qrt%2F60BXeLrSlDuxlJXYCYRZStvF9RfmvDFT1VqhghPHmgjJ3gBKq8CJPkAR0WNg9uIag4EY5OSt6klX3AxsQ7S2auwcns0g63RxPzHoCrXa8PfyEJJ7hp1MQ%2Fmuoz4pEiuz2vBScvsMnuVAyyqTthprqqPG9%2FT1YEPKRPk8B2w%3D%3D%7Ctkp%3ABk9SR9CqwuLAZg
ORTEGA Family Series Pro Akustikgitarre 6 String DeLuxe Bourban Fade Semi gloss,Brandneu |,"CHF 299,11",aus Deutschland,"+CHF 24,93 Versand",https://www.ebay.ch/itm/127276546861?_skw=gitarre&itmmeta=01K832GJM9WE5JJK0NDKZD02JH&hash=item1da245fb2d:g:ZRgAAOSwWCBnvzlT&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eY1DBCrSUZMVn43IFB%2F3FWiWlzXjRunY0xnHfqLUvKePTnAOQzcAlhfhOBx9%2FRZOlYQCezBs%2BjVQFShIS1G9CsRalOlN2YcHIVVWGPGLnI7dP60iUM2QzBfABaYxFAB8UQqXWYW5mGRc3IfbIOqGi8BIxlr6ocEoL5lrKDNsUoQyK9L%2FjU3UVNzile6HkeL7yDCjYe45aldSMKvf5mZEy81NA8DnCRFC82fA%2FTGSmGSw%2FUmqi%2FEEh9fqGjYdlXEqP4hg3jPZLY%2BE3RHprsve%2BT%7Ctkp%3ABk9SR9CqwuLAZg
ORTEGA Performer Series Konzertgitarre 4/4 Schmaler Hals Fichten Decke + Preamp,Brandneu |,"CHF 627,34",aus Deutschland,"+CHF 24,93 Versand",https://www.ebay.ch/itm/127276546818?_skw=gitarre&itmmeta=01K832GJM9T5N34NKR4QE9KYM0&hash=item1da245fb02:g:zEQAAOSwlmBnvzlC&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fTYQGRt1jpHfINdXu0Ct2Qdj56ZQmRZZDT1xQcoLehGsSOKcRgC2vV%2BHm%2BqtLQ%2Fgxpr7NJkUis5xIH2xubfiDPRLusYVADsEfGKvLZravAl%2FJACxpF9VpuoiqM9fwDzF1QgotDZ7IGPfrkFmJ91taqzeGhHEzaLBJk4JJuza%2F3DFmx%2FF3HPxhQC011ol%2BKNG%2Fmg6gbJSWxXq4%2Fw9W5br1HZNkFsuKYsnBAUbenV1c7uQ%3D%3D%7Ctkp%3ABk9SR9CqwuLAZg
ORTEGA Performer Series RCE238SN-FT Konzertgitarre 4/4 Fichten Decke + Preamp,Brandneu |,"CHF 527,60",aus Deutschland,"+CHF 28,92 Versand",https://www.ebay.ch/itm/127114101592?_skw=gitarre&itmmeta=01K832GJM9A7DY4MJJEBGK4XXW&hash=item1d98974358:g:LXkAAOSwpCVoJgQa&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ehQcM6SCmC%2BiUGlfM%2FzWyeAJ5QGVgrWGtjVbMIRclnsD%2BgCNEwIDO5XFDvBwZtq4%2FYDSKn7kHV9p9eVo1pNh63kOBbwQRutALRxD8IcAWdv6RbLmd0LXQSRZODSbJ8Al660%2Fd%2FTA2YDjgqjQG9T2IM5wJC3Sjdwi78MeZrIoZXL15PEr%2BqzOkacq37qdGScSNOhx%2B7q6KXOH9cpFtavGEenz7yQzEKxxTkg%2Fmh9Z4yWg%3D%3D%7Ctkp%3ABk9SR9CqwuLAZg
ORTEGA Family Series 3/4 Konzertgitarre 6 Str. + Tasche R221BK-3/4,Brandneu |,"CHF 299,11",aus Deutschland,"+CHF 28,92 Versand",https://www.ebay.ch/itm/127114106240?_skw=gitarre&itmmeta=01K832GJM9P4R0T7BVDXQ6K4S8&hash=item1d98975580:g:dIIAAOSwXmVoJgSq&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fspAKh0L7PGRmd%2BZCzD11cbPHjA306mkY9AGBE%2Bef%2FicXoWMI9yCPQxEqEJzVQpC0VUhQlOE3yDUKXIHJ%2FGpOGvMkcCl680rWyl9FaVYDR5VtjLVrLFbBpAUI8sPfwKtic0c7Bhjy2%2FY0L1rbajRZ01pXw6agKf6LV%2FRDJl3drj0kYktoREzkDANESbh49LEoYfAuHo1jGT%2BN9C3jfB3mk2xl42UPWXvuh%2BKb11n4BOyVJ428h29iz%2FNFaFf4WISNbAs9vsJoKVFEd4zGvk0Qu%7Ctkp%3ABk9SR9CqwuLAZg
ORTEGA Family Series RCE125MMSN 4/4 Konzertgitarre Schmaler Hals Mahagoni + Bag,Brandneu |,"CHF 348,98",aus Deutschland,"+CHF 24,93 Versand",https://www.ebay.ch/itm/127202603880?_skw=gitarre&itmmeta=01K832GJM9K7AZ3SHBVFE2GFG7&hash=item1d9dddb368:g:lvsAAOSwQaxnvzlB&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1f3XEFPnemZvyTB7pCGo3X9VOt8zZeZ8HcFPVRf08pDexa7S04rI7YeXQYAC%2B9v7Nw9VH5F8qEShWW53anLQE61ptQiKimpfqKpJp30t9vOtaTAqFMKLUpfwyUd4l6Q6LSkUJVj84um03MYPkyNCOIfqKgGgDA%2FhdioZcAp0wNdyIs2spdXHqEmqpTA8STgQLGVl2tcyA5GyPMQ9PqaJlzXL9kKv7eY2Qevm1EKXSvkkQ%3D%3D%7Ctkp%3ABk9SR9CqwuLAZg
ORTEGA TZSM-3 Thomas Zwijsen Signature Konzertgitarre 6 String + Softcase,Brandneu |,"CHF 698,05",aus Deutschland,"+CHF 28,92 Versand",https://www.ebay.ch/itm/127114101692?_skw=gitarre&itmmeta=01K832GJM9EFWX4B3HHK8EPCHN&hash=item1d989743bc:g:2FUAAOSwg~hoJgQh&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cbdPOjEz%2FD%2Fv4r09FdoTy22ztlsKR1w%2FNrOxVmG%2BcTS35mQs30t0S01szU0qiCpn%2FagKEOrP4i4Aio1i4jiSiHuRD7KPAPlYRTAJMR6XyvaCp8JAUAB2xELCatQVZcKq5%2B%2FkY8GPMrleJjofzVEzxHQV6bCyxsahA8Aym%2BTpNo0WNwGpzEORrTKTC1aQ60CTocthle9nMwHAr1nGd1Bhbjr7gOmJaRAcsi670F0Ej2NYj8QXDzv%2F%2BUjSH8LVu0Wg285hGeTriuEFUKpWYVOJRK%7Ctkp%3ABk9SR9CqwuLAZg
Ibanez GA35TCE-DVS Konzertgitarre – 6-saitig – Dark Violin Sunburst High Gloss,Brandneu |,"CHF 501,47",aus Deutschland,"+CHF 28,92 Versand",https://www.ebay.ch/itm/127403899591?_skw=gitarre&itmmeta=01K832GJM9N1CADNMDPS5RKZ34&hash=item1da9dd3ac7:g:-ZgAAeSw1AxoX8EC&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cNzxdCmNAnrKo%2F4DheBHbgVrWrOCnbE14VzD6yBTwsxI3ybKGUpZMwnV3qE67J%2FGrE%2BlQcAJAIthjmxFgRwpq4gHq8eaegBgs%2Fxjq53o%2BqfQRQbgf29R8mOdpiBsWX41%2FHwUV4BqYCNRNVg2hotg2Vos44dD9%2F7UtxBSXzQLJVGksPg1BkxMQ8YWwaENnufmHjfI%2BpOYDcJBGUur%2F4ECZcu1MQ5iZBxQxhCbm0mR02tA%3D%3D%7Ctkp%3ABk9SR9CqwuLAZg
Kindergitarre,Brandneu |,"CHF 58,89",aus Spanien,"+CHF 16,03 Versand",https://www.ebay.ch/itm/235951341103?_skw=gitarre&itmmeta=01K832GJM990N3EZKM2SX6DJX0&hash=item36efcbbe2f:g:X8kAAeSwYGVo4t~f&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cZCRd4EalF4sDmaavv9IA9vIJVZmgwR8roPNadcesW9a1nj9vOdAm21R4yUnFiDkD0%2FZxbf7ZLkNMKktEGnD20GdiAI0OaOb9jtcoN3FKiNDccmQVmNCAtgNMipzHx%2BCrdCwQbmfeMYmYpk%2BCmrzjVsGM%2Fx24x%2F0pGcLOeZHtBPIOzA6goH%2Fq3%2BrWRi9LbjfquintVfPOmgJ%2FnJQfmXarJkMYENXsZtqZBo5Hhm49WLZCuz5phq5CRE7ktulHmP80bz%2FJ0Qye0Sw8mnLQjX5V8%7Ctkp%3ABk9SR9CqwuLAZg
Kindergitarre Reig REIG7066 Rosa,Brandneu |,"CHF 107,23",aus Spanien,"+CHF 16,03 Versand",https://www.ebay.ch/itm/336231915276?_skw=gitarre&itmmeta=01K832GJM9DMFMMRP3S0S94HC3&hash=item4e48fbdf0c:g:AnwAAeSwqnBoyd3p&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1c%2BIK0yZedVbXEqTVHxoLqfzct9j08y4M47X%2Bj45%2Bh4DqbfbIkv46StbT7idMQIm9rxW62vex9ZQHwP4c0gbqhHya0rZzv7IjQZyYtgaxrHcGKRLfba0gdgFT%2B8ICJBhZIZePnAEpo%2F%2BO0jty%2BK0%2BCjm3XXyI7w54dM4K5Cb5RiBZkR5H8b4QfuHc7B3J4yYpfYGuBSXXWzHesoXAsZd4ziJb42%2BkfPCm2EDL3O39sC3VR0yQ00is1SOhK74vHEWNY%3D%7Ctkp%3ABk9SR9CqwuLAZg
Kindergitarre Reig,Brandneu |,"CHF 32,52",aus Spanien,"+CHF 16,03 Versand",https://www.ebay.ch/itm/317412528295?_skw=gitarre&itmmeta=01K832GJM99RDH4KC94Y74ZEC0&hash=item49e742d0a7:g:9fEAAeSwNwhoygom&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eEJE%2BLifN2A1raC84vo0LqtvZkgMHqx%2FmBiPJAKJBruaJN30IDpevm9qB2hKPSOHlRq%2BHVKixG2ScroS%2BQBUDeSsSHm2aWqar%2B9D%2B4n35gKjc6DK8wMwA2Su7yWpbgd439heSsq3%2FPpBIJ5htdDnLBZ%2B8FxecK4KIY0JVti3BUqniSwy1dX79pTXKu8AKbY0rjSAf3eHnzGlm2%2F9SlGp504AlR79C9DdxzZEB0%2Fm5hVEcYObTwZ8gauZ296B%2FCzEBoB8TznozhzhmzL8wA6bfi%7Ctkp%3ABk9SR9CqwuLAZg
Kindergitarre Reig Rock,Brandneu |,"CHF 88,82",aus Spanien,"+CHF 16,03 Versand",https://www.ebay.ch/itm/317151654462?_skw=gitarre&itmmeta=01K832GJM96FYDFDC6DNWD2BX6&hash=item49d7b6323e:g:p24AAeSwqzJor4Ra&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eN9ObivoFOqN3JlKjAYUd%2FpKp5HIXZJspoe97cnnGk%2B2Ty2MjBvkVGw%2FZZMGuY0dck%2BoNB9Qx2wCITtUOdVKpxJSoRP6zowC5sNrUrgcBU%2BwUN0NG23dLeEdU6KmQSaz6KEi2%2B0kcEs83dl%2BRwOLwhxIzf3EwrQLa1LIS2iPI8gDRSDi%2BEJ45%2BE8Gv%2FHhNF9AWaFFErnB1KTSH%2FeI3SK5SeNtCAF9aOWlAIsaWkc8IHA%3D%3D%7Ctkp%3ABk9SR9KqwuLAZg
